id_cliente,nome,sobrenome,email,genero,data_nascimento,data_cadastro,telefone
210,André,Dias,andré.dias210@modaficticia.com.br,Masculino,1974-05-13,2024-04-18 18:22:19,(51) 957139-9401
211,Rodrigo,Souza,rodrigo.souza211@modaficticia.com.br,Masculino,2005-12-16,2024-03-07 13:20:26,(11) 983731-4625
212,Maria,Almeida,maria.almeida212@modaficticia.com.br,Feminino,1989-10-19,2024-06-14 12:09:12,(61) 940149-7223
213,Gabriela,Dias,gabriela.dias213@modaficticia.com.br,Feminino,1995-11-11,2024-03-25 15:46:41,(81) 970401-3756
214,Felipe,Lima,felipe.lima214@modaficticia.com.br,Masculino,2000-09-16,2024-02-18 18:03:33,(11) 919742-1794
215,Mariana,Lima,mariana.lima215@modaficticia.com.br,Feminino,1994-04-03,2024-06-05 08:13:32,(81) 958916-1990
216,Vinícius,Silva,vinícius.silva216@modaficticia.com.br,Masculino,1954-09-18,2024-04-01 08:33:46,(51) 980220-5697
217,Bianca,Martins,bianca.martins217@modaficticia.com.br,Feminino,2005-03-04,2024-01-17 10:15:12,(91) 943084-6807
218,Gustavo,Oliveira,gustavo.oliveira218@modaficticia.com.br,Masculino,1977-07-15,2024-05-08 19:14:19,(21) 995686-1519
219,Isabela,Gomes,isabela.gomes219@modaficticia.com.br,Feminino,1978-09-16,2024-01-21 08:44:10,(21) 975517-8109
220,Alexandre,Souza,alexandre.souza220@modaficticia.com.br,Masculino,1987-01-08,2024-02-28 19:56:36,(81) 945532-1762
221,Camila,Dias,camila.dias221@modaficticia.com.br,Feminino,1990-11-02,2024-02-28 13:01:13,(31) 962205-2260
222,Felipe,Castro,felipe.castro222@modaficticia.com.br,Masculino,1969-10-27,2024-04-22 16:21:24,(31) 920279-9204
223,Pedro,Souza,pedro.souza223@modaficticia.com.br,Masculino,1981-04-27,2024-01-11 17:49:39,(71) 952778-1485
224,Rodrigo,Mendes,rodrigo.mendes224@modaficticia.com.br,Masculino,1968-06-18,2024-04-14 10:43:37,(71) 921232-5839
225,Juliana,Oliveira,juliana.oliveira225@modaficticia.com.br,Feminino,1971-03-13,2024-06-26 18:09:47,(71) 951507-6909
226,Juliana,Silva,juliana.silva226@modaficticia.com.br,Feminino,1973-08-12,2024-03-04 10:05:11,(71) 968830-9395
227,Ricardo,Silva,ricardo.silva227@modaficticia.com.br,Masculino,1959-06-18,2024-01-20 17:50:20,(71) 911617-5781
228,Gustavo,Oliveira,gustavo.oliveira228@modaficticia.com.br,Masculino,2000-09-08,2024-05-17 10:43:24,(31) 928198-5405
229,Thiago,Mendes,thiago.mendes229@modaficticia.com.br,Masculino,1963-02-06,2024-04-09 14:19:30,(21) 957333-5123
230,Gabriela,Moreira,gabriela.moreira230@modaficticia.com.br,Feminino,1993-04-15,2024-01-05 12:00:25,(61) 991289-7224
231,Rodrigo,Pereira,rodrigo.pereira231@modaficticia.com.br,Masculino,1981-11-20,2024-02-10 13:38:44,(41) 972784-6147
232,Isabela,Pereira,isabela.pereira232@modaficticia.com.br,Feminino,1972-12-23,2024-06-16 17:50:15,(61) 959290-5592
233,Rafael,Souza,rafael.souza233@modaficticia.com.br,Masculino,1990-04-19,2024-05-06 18:49:35,(11) 970505-4434
234,Leonardo,Oliveira,leonardo.oliveira234@modaficticia.com.br,Masculino,2006-07-22,2024-04-05 18:19:15,(51) 996332-3525
235,Gustavo,Oliveira,gustavo.oliveira235@modaficticia.com.br,Masculino,1982-10-16,2024-05-13 16:32:59,(71) 981256-1602
236,Marcelo,Moreira,marcelo.moreira236@modaficticia.com.br,Masculino,1994-02-04,2024-02-22 18:22:10,(11) 983822-7547
237,Diego,Souza,diego.souza237@modaficticia.com.br,Masculino,1954-02-09,2024-02-17 19:33:35,(41) 968429-7129
238,Rodrigo,Castro,rodrigo.castro238@modaficticia.com.br,Masculino,1998-09-05,2024-03-01 15:06:18,(71) 921253-2901
239,Amanda,Nunes,amanda.nunes239@modaficticia.com.br,Feminino,1975-08-26,2024-02-17 15:22:30,(21) 967431-8412
240,Lucas,Nunes,lucas.nunes240@modaficticia.com.br,Masculino,1956-12-04,2024-01-28 13:41:06,(31) 941970-9454
241,Raquel,Costa,raquel.costa241@modaficticia.com.br,Feminino,1975-09-14,2024-04-08 20:25:40,(31) 934430-8080
242,Carlos,Moreira,carlos.moreira242@modaficticia.com.br,Masculino,1966-08-19,2024-04-13 08:45:13,(41) 946483-2025
243,Raquel,Costa,raquel.costa243@modaficticia.com.br,Feminino,1977-06-07,2024-04-04 12:42:55,(81) 979168-6134
244,Fernando,Gomes,fernando.gomes244@modaficticia.com.br,Masculino,1991-02-12,2024-03-28 15:39:11,(51) 990541-2388
245,Beatriz,Souza,beatriz.souza245@modaficticia.com.br,Feminino,1969-05-04,2024-02-12 19:09:32,(71) 964819-3258
246,Diego,Costa,diego.costa246@modaficticia.com.br,Masculino,1985-11-18,2024-06-21 10:35:10,(81) 947858-3298
247,Beatriz,Carvalho,beatriz.carvalho247@modaficticia.com.br,Feminino,1993-01-28,2024-03-01 15:08:12,(71) 983607-9281
248,Diego,Mendes,diego.mendes248@modaficticia.com.br,Masculino,1980-12-27,2024-04-16 10:05:36,(11) 938905-5785
249,Camila,Ribeiro,camila.ribeiro249@modaficticia.com.br,Feminino,1988-05-06,2024-04-19 19:49:49,(81) 982053-9369
250,Vanessa,Souza,vanessa.souza250@modaficticia.com.br,Feminino,1971-09-27,2024-03-18 20:02:48,(81) 981611-4580
251,Ricardo,Ribeiro,ricardo.ribeiro251@modaficticia.com.br,Masculino,1973-01-15,2024-03-12 09:28:55,(21) 941056-4438
252,Fernando,Martins,fernando.martins252@modaficticia.com.br,Masculino,1964-10-05,2024-02-27 11:51:03,(61) 979767-5605
253,Beatriz,Nunes,beatriz.nunes253@modaficticia.com.br,Feminino,1972-10-09,2024-05-22 09:08:48,(71) 917770-5543
254,Patricia,Ribeiro,patricia.ribeiro254@modaficticia.com.br,Feminino,1963-12-11,2024-02-25 18:25:31,(31) 985684-5402
255,Gustavo,Carvalho,gustavo.carvalho255@modaficticia.com.br,Masculino,1958-11-26,2024-01-13 16:47:17,(61) 969597-8996
256,Alexandre,Silva,alexandre.silva256@modaficticia.com.br,Masculino,2003-12-03,2024-06-15 18:42:44,(61) 918300-9756
257,Bruno,Martins,bruno.martins257@modaficticia.com.br,Masculino,2006-04-16,2024-03-11 12:21:35,(31) 984205-8951
258,Pedro,Santos,pedro.santos258@modaficticia.com.br,Masculino,1960-11-26,2024-04-01 09:59:54,(31) 967840-8479
259,Mariana,Fernandes,mariana.fernandes259@modaficticia.com.br,Feminino,1998-03-21,2024-03-06 12:05:41,(61) 942819-2350
260,Felipe,Santos,felipe.santos260@modaficticia.com.br,Masculino,1979-11-10,2024-06-23 20:14:27,(21) 922475-1017
261,Gabriela,Oliveira,gabriela.oliveira261@modaficticia.com.br,Feminino,1962-10-08,2024-05-22 15:00:00,(61) 925806-7919
262,Gabriela,Oliveira,gabriela.oliveira262@modaficticia.com.br,Feminino,1968-07-03,2024-06-26 09:06:20,(61) 949223-3246
263,Gabriel,Lima,gabriel.lima263@modaficticia.com.br,Masculino,1958-09-19,2024-01-20 18:10:28,(61) 937925-3480
264,Fernando,Carvalho,fernando.carvalho264@modaficticia.com.br,Masculino,1967-02-04,2024-02-25 09:37:46,(71) 956076-8035
265,Gabriel,Ribeiro,gabriel.ribeiro265@modaficticia.com.br,Masculino,1971-11-03,2024-02-18 17:38:46,(51) 913515-5942
266,Bianca,Moreira,bianca.moreira266@modaficticia.com.br,Feminino,1986-04-24,2024-04-10 18:03:50,(41) 974865-7322
267,Tatiane,Mendes,tatiane.mendes267@modaficticia.com.br,Feminino,1994-10-03,2024-05-01 13:59:20,(31) 960703-7895
268,Marcelo,Costa,marcelo.costa268@modaficticia.com.br,Masculino,2002-08-25,2024-01-01 17:04:00,(51) 938277-1652
269,Isabela,Barbosa,isabela.barbosa269@modaficticia.com.br,Feminino,1972-11-23,2024-05-25 14:27:44,(71) 920803-9791
270,Camila,Oliveira,camila.oliveira270@modaficticia.com.br,Feminino,1973-02-17,2024-02-26 10:34:20,(71) 986865-2083
271,Diego,Ribeiro,diego.ribeiro271@modaficticia.com.br,Masculino,1957-04-03,2024-04-04 15:39:38,(11) 950539-3877
272,Maria,Lima,maria.lima272@modaficticia.com.br,Feminino,1998-01-06,2024-04-12 16:33:50,(51) 931884-7092
273,Camila,Souza,camila.souza273@modaficticia.com.br,Feminino,2003-01-11,2024-04-09 16:04:16,(21) 975031-8457
274,Pedro,Mendes,pedro.mendes274@modaficticia.com.br,Masculino,1990-03-12,2024-02-09 20:06:57,(21) 939937-9336
275,Ana,Silva,ana.silva275@modaficticia.com.br,Feminino,1969-01-16,2024-03-13 10:11:59,(11) 982465-7870
276,Beatriz,Ribeiro,beatriz.ribeiro276@modaficticia.com.br,Feminino,1980-12-11,2024-03-27 09:36:23,(21) 975803-1862
277,Tatiane,Barbosa,tatiane.barbosa277@modaficticia.com.br,Feminino,1956-07-03,2024-04-28 12:49:54,(51) 952899-2415
278,Carlos,Rodrigues,carlos.rodrigues278@modaficticia.com.br,Masculino,1966-05-19,2024-03-24 17:15:29,(61) 987554-9083
279,Raquel,Ribeiro,raquel.ribeiro279@modaficticia.com.br,Feminino,1963-01-14,2024-01-08 16:22:40,(11) 953911-1023
280,Leonardo,Souza,leonardo.souza280@modaficticia.com.br,Masculino,1967-09-08,2024-04-16 08:09:45,(51) 922193-1719
281,Bianca,Martins,bianca.martins281@modaficticia.com.br,Feminino,1998-06-15,2024-06-03 17:06:32,(31) 993521-7461
282,Vanessa,Castro,vanessa.castro282@modaficticia.com.br,Feminino,1957-07-22,2024-02-08 12:16:54,(61) 961505-6345
283,Rodrigo,Almeida,rodrigo.almeida283@modaficticia.com.br,Masculino,1968-02-07,2024-02-25 20:37:06,(31) 923848-3693
284,Rodrigo,Pereira,rodrigo.pereira284@modaficticia.com.br,Masculino,1980-02-18,2024-03-25 11:28:19,(81) 944735-2964
285,Carla,Nunes,carla.nunes285@modaficticia.com.br,Feminino,2006-12-23,2024-05-02 11:53:54,(61) 929441-2494
286,Amanda,Gomes,amanda.gomes286@modaficticia.com.br,Feminino,1986-01-22,2024-03-09 10:01:25,(81) 982869-5093
287,Luana,Souza,luana.souza287@modaficticia.com.br,Feminino,2005-03-04,2024-01-02 20:14:08,(41) 962505-7098
288,Vanessa,Castro,vanessa.castro288@modaficticia.com.br,Feminino,1970-02-01,2024-01-07 18:28:51,(31) 922055-6432
289,Ana,Carvalho,ana.carvalho289@modaficticia.com.br,Feminino,1957-03-19,2024-04-27 19:25:31,(11) 960165-7990
290,Amanda,Fernandes,amanda.fernandes290@modaficticia.com.br,Feminino,1965-05-09,2024-04-05 08:39:39,(41) 994840-5835
291,Diego,Dias,diego.dias291@modaficticia.com.br,Masculino,1984-01-03,2024-03-13 10:26:12,(91) 942656-9907
292,Isabela,Rodrigues,isabela.rodrigues292@modaficticia.com.br,Feminino,1984-09-26,2024-04-12 17:32:20,(71) 945446-3946
293,Beatriz,Moreira,beatriz.moreira293@modaficticia.com.br,Feminino,1968-01-26,2024-03-02 20:30:33,(61) 986544-4813
294,Fernanda,Ribeiro,fernanda.ribeiro294@modaficticia.com.br,Feminino,1996-04-09,2024-05-27 20:58:47,(11) 938758-7363
295,Felipe,Costa,felipe.costa295@modaficticia.com.br,Masculino,1969-10-11,2024-06-23 13:58:37,(11) 956095-3328
296,Gabriela,Dias,gabriela.dias296@modaficticia.com.br,Feminino,1973-03-16,2024-01-03 08:14:38,(41) 912612-9625
297,Carlos,Pereira,carlos.pereira297@modaficticia.com.br,Masculino,1993-04-26,2024-02-11 19:11:58,(61) 917806-1359
298,Vanessa,Lima,vanessa.lima298@modaficticia.com.br,Feminino,2003-02-28,2024-05-28 13:04:23,(71) 986810-2655
299,Leonardo,Pereira,leonardo.pereira299@modaficticia.com.br,Masculino,1962-03-24,2024-04-26 18:31:41,(61) 932833-6846
300,Vanessa,Costa,vanessa.costa300@modaficticia.com.br,Feminino,1978-05-24,2024-06-10 10:11:46,(11) 985082-7415
301,Carla,Moreira,carla.moreira301@modaficticia.com.br,Feminino,1974-10-08,2024-06-19 09:59:31,(31) 953406-2274
302,Amanda,Pereira,amanda.pereira302@modaficticia.com.br,Feminino,1964-11-03,2024-06-22 18:46:56,(61) 968540-1186
303,Bruno,Ribeiro,bruno.ribeiro303@modaficticia.com.br,Masculino,1998-02-12,2024-03-26 09:46:00,(11) 960585-8179
304,Felipe,Martins,felipe.martins304@modaficticia.com.br,Masculino,1985-07-12,2024-05-13 09:53:30,(41) 931319-8393
305,Ana,Nunes,ana.nunes305@modaficticia.com.br,Feminino,1955-06-09,2024-01-03 13:10:56,(71) 931090-2228
306,Beatriz,Moreira,beatriz.moreira306@modaficticia.com.br,Feminino,1993-08-23,2024-01-14 18:10:38,(71) 930591-1877
307,Beatriz,Fernandes,beatriz.fernandes307@modaficticia.com.br,Feminino,1966-07-23,2024-05-24 19:34:16,(51) 948980-4891
308,Ana,Gomes,ana.gomes308@modaficticia.com.br,Feminino,1990-09-27,2024-04-05 08:23:00,(71) 921485-5825
309,Bruno,Souza,bruno.souza309@modaficticia.com.br,Masculino,1955-04-06,2024-06-10 09:30:54,(21) 950416-7512
310,Vinícius,Almeida,vinícius.almeida310@modaficticia.com.br,Masculino,1959-11-18,2024-04-06 13:56:24,(61) 934455-8303
311,Camila,Carvalho,camila.carvalho311@modaficticia.com.br,Feminino,1983-05-08,2024-03-19 08:09:48,(21) 921233-6632
312,Alexandre,Ribeiro,alexandre.ribeiro312@modaficticia.com.br,Masculino,1989-01-27,2024-04-27 16:26:34,(81) 985066-4860
313,Leonardo,Oliveira,leonardo.oliveira313@modaficticia.com.br,Masculino,1979-12-02,2024-05-19 16:51:36,(31) 925765-8357
314,Carla,Fernandes,carla.fernandes314@modaficticia.com.br,Feminino,2005-04-05,2024-01-14 09:43:27,(41) 992211-3422
315,Eduardo,Oliveira,eduardo.oliveira315@modaficticia.com.br,Masculino,1959-07-18,2024-04-18 13:54:17,(91) 970051-1202
316,Ricardo,Martins,ricardo.martins316@modaficticia.com.br,Masculino,1963-03-19,2024-05-19 20:06:59,(21) 983752-2654
317,Marcelo,Rodrigues,marcelo.rodrigues317@modaficticia.com.br,Masculino,1980-05-13,2024-06-16 17:38:30,(11) 932570-5512
318,Gabriel,Moreira,gabriel.moreira318@modaficticia.com.br,Masculino,1992-11-23,2024-04-02 14:56:56,(61) 941139-1807
319,Thiago,Rodrigues,thiago.rodrigues319@modaficticia.com.br,Masculino,1955-06-27,2024-03-10 12:53:31,(21) 939878-3201
320,Rodrigo,Pereira,rodrigo.pereira320@modaficticia.com.br,Masculino,1971-12-14,2024-05-21 09:12:28,(41) 963368-8937
321,Pedro,Barbosa,pedro.barbosa321@modaficticia.com.br,Masculino,2004-03-03,2024-03-23 16:25:08,(91) 984537-1474
322,Renata,Fernandes,renata.fernandes322@modaficticia.com.br,Feminino,1957-04-02,2024-04-02 13:45:12,(51) 958280-8605
323,Ricardo,Silva,ricardo.silva323@modaficticia.com.br,Masculino,1969-06-16,2024-05-15 10:55:30,(91) 955843-6640
324,Camila,Oliveira,camila.oliveira324@modaficticia.com.br,Feminino,1972-01-13,2024-01-06 17:49:13,(41) 994853-4688
325,Camila,Martins,camila.martins325@modaficticia.com.br,Feminino,1986-01-28,2024-06-01 15:58:08,(31) 988792-1138
326,Camila,Moreira,camila.moreira326@modaficticia.com.br,Feminino,2005-05-23,2024-06-21 12:27:57,(71) 955706-8520
327,Bruno,Carvalho,bruno.carvalho327@modaficticia.com.br,Masculino,1973-11-17,2024-05-13 17:06:00,(91) 996816-7131
328,Leonardo,Souza,leonardo.souza328@modaficticia.com.br,Masculino,1984-02-11,2024-03-21 13:55:17,(51) 995998-5895
329,Patricia,Barbosa,patricia.barbosa329@modaficticia.com.br,Feminino,2002-04-02,2024-05-13 18:20:43,(31) 913336-9148
330,Thiago,Martins,thiago.martins330@modaficticia.com.br,Masculino,1979-07-24,2024-01-19 19:36:52,(41) 954979-4643
331,Rafael,Barbosa,rafael.barbosa331@modaficticia.com.br,Masculino,1973-03-27,2024-06-18 10:18:06,(81) 926769-5237
332,Beatriz,Oliveira,beatriz.oliveira332@modaficticia.com.br,Feminino,1968-06-08,2024-06-28 12:26:50,(61) 958717-5269
333,Rodrigo,Souza,rodrigo.souza333@modaficticia.com.br,Masculino,1984-01-28,2024-06-19 17:39:04,(81) 935499-9199
334,Isabela,Barbosa,isabela.barbosa334@modaficticia.com.br,Feminino,1973-07-02,2024-02-05 11:21:26,(81) 928772-6183
335,Juliana,Mendes,juliana.mendes335@modaficticia.com.br,Feminino,1975-11-06,2024-03-21 08:00:28,(51) 937444-3762
336,Gabriela,Oliveira,gabriela.oliveira336@modaficticia.com.br,Feminino,1962-10-14,2024-06-14 14:27:30,(71) 910611-1618
337,Amanda,Silva,amanda.silva337@modaficticia.com.br,Feminino,1974-09-07,2024-01-22 08:40:46,(41) 939657-6641
338,Gabriel,Souza,gabriel.souza338@modaficticia.com.br,Masculino,1978-09-19,2024-03-06 09:52:02,(51) 948119-8469
339,Diego,Lima,diego.lima339@modaficticia.com.br,Masculino,1975-08-12,2024-02-06 20:25:01,(41) 939402-3149
340,Maria,Castro,maria.castro340@modaficticia.com.br,Feminino,1986-03-04,2024-03-23 18:50:02,(71) 993928-5190
341,Sabrina,Santos,sabrina.santos341@modaficticia.com.br,Feminino,1996-02-21,2024-01-02 19:07:26,(81) 959840-3024
342,Vinícius,Lima,vinícius.lima342@modaficticia.com.br,Masculino,1967-12-22,2024-06-01 12:26:42,(21) 996832-9524
343,Fernando,Moreira,fernando.moreira343@modaficticia.com.br,Masculino,1998-03-14,2024-01-17 19:39:07,(51) 924943-2741
344,Bruno,Moreira,bruno.moreira344@modaficticia.com.br,Masculino,1966-05-27,2024-05-07 13:45:26,(51) 931020-1645
345,Bruno,Mendes,bruno.mendes345@modaficticia.com.br,Masculino,1975-04-01,2024-01-22 09:58:07,(81) 929548-2475
346,Fernanda,Almeida,fernanda.almeida346@modaficticia.com.br,Feminino,1995-04-15,2024-03-09 15:03:06,(31) 915170-5760
347,Eduardo,Martins,eduardo.martins347@modaficticia.com.br,Masculino,2001-02-04,2024-01-01 10:42:41,(31) 953078-6857
348,Fernando,Almeida,fernando.almeida348@modaficticia.com.br,Masculino,2000-02-12,2024-03-06 09:25:25,(81) 945629-7319
349,Diego,Costa,diego.costa349@modaficticia.com.br,Masculino,1961-03-23,2024-06-02 10:06:26,(81) 984572-8178
350,Sabrina,Gomes,sabrina.gomes350@modaficticia.com.br,Feminino,2003-06-20,2024-01-28 18:56:53,(31) 973318-8997
351,Mariana,Carvalho,mariana.carvalho351@modaficticia.com.br,Feminino,1956-02-09,2024-06-11 08:45:55,(91) 985582-4669
352,Daniel,Barbosa,daniel.barbosa352@modaficticia.com.br,Masculino,1998-12-20,2024-01-14 18:46:15,(81) 955318-7305
353,Raquel,Moreira,raquel.moreira353@modaficticia.com.br,Feminino,1957-01-21,2024-02-17 15:54:31,(31) 919812-9055
354,André,Pereira,andré.pereira354@modaficticia.com.br,Masculino,1971-01-17,2024-02-18 18:24:25,(41) 920332-8521
355,Alexandre,Carvalho,alexandre.carvalho355@modaficticia.com.br,Masculino,1959-08-15,2024-03-04 15:47:41,(11) 923453-7609
356,Pedro,Dias,pedro.dias356@modaficticia.com.br,Masculino,1989-01-27,2024-01-26 17:39:40,(51) 976628-4389
357,Eduardo,Rodrigues,eduardo.rodrigues357@modaficticia.com.br,Masculino,2006-01-27,2024-02-28 15:21:35,(81) 996136-6952
358,Ricardo,Souza,ricardo.souza358@modaficticia.com.br,Masculino,2002-11-08,2024-01-11 13:53:40,(51) 981786-9552
359,Ricardo,Santos,ricardo.santos359@modaficticia.com.br,Masculino,1964-08-05,2024-06-24 19:26:06,(51) 990065-4209
360,Fernanda,Gomes,fernanda.gomes360@modaficticia.com.br,Feminino,1967-08-27,2024-02-23 13:06:48,(71) 916094-3018
361,Rodrigo,Castro,rodrigo.castro361@modaficticia.com.br,Masculino,1986-03-16,2024-01-17 19:03:35,(71) 986692-8912
362,Vanessa,Costa,vanessa.costa362@modaficticia.com.br,Feminino,2000-03-04,2024-04-22 17:38:56,(61) 976074-7302
363,Fernando,Ribeiro,fernando.ribeiro363@modaficticia.com.br,Masculino,1971-07-11,2024-03-15 20:08:08,(71) 988974-9393
364,Marcelo,Pereira,marcelo.pereira364@modaficticia.com.br,Masculino,1999-12-18,2024-06-07 11:13:39,(51) 999995-6657
365,Carla,Barbosa,carla.barbosa365@modaficticia.com.br,Feminino,1988-12-21,2024-03-23 09:48:22,(91) 972963-7839
366,Diego,Silva,diego.silva366@modaficticia.com.br,Masculino,1987-02-01,2024-04-05 08:42:03,(41) 944993-3636
367,Thiago,Lima,thiago.lima367@modaficticia.com.br,Masculino,1957-12-26,2024-03-07 20:34:02,(61) 969322-2679
368,Raquel,Gomes,raquel.gomes368@modaficticia.com.br,Feminino,1969-09-26,2024-06-10 19:42:03,(71) 960797-7825
369,Marcelo,Santos,marcelo.santos369@modaficticia.com.br,Masculino,1954-12-09,2024-02-20 20:55:55,(81) 939563-7025
370,Renata,Nunes,renata.nunes370@modaficticia.com.br,Feminino,1982-03-22,2024-01-06 10:47:32,(21) 959440-1665
371,Thiago,Dias,thiago.dias371@modaficticia.com.br,Masculino,1970-03-06,2024-05-28 12:00:21,(81) 930290-1654
372,Beatriz,Moreira,beatriz.moreira372@modaficticia.com.br,Feminino,1957-11-20,2024-06-10 15:50:36,(91) 956934-2194
373,Daniel,Ribeiro,daniel.ribeiro373@modaficticia.com.br,Masculino,1965-09-03,2024-05-06 14:34:34,(71) 922051-6724
374,Renata,Pereira,renata.pereira374@modaficticia.com.br,Feminino,1975-06-10,2024-02-25 17:33:30,(91) 995105-1144
375,Amanda,Carvalho,amanda.carvalho375@modaficticia.com.br,Feminino,1969-11-20,2024-05-08 08:43:56,(61) 959987-2857
376,Thiago,Dias,thiago.dias376@modaficticia.com.br,Masculino,2000-05-01,2024-05-27 20:23:32,(91) 968400-8975
377,Larissa,Fernandes,larissa.fernandes377@modaficticia.com.br,Feminino,1974-09-03,2024-01-06 20:34:34,(11) 992173-2072
378,Renata,Martins,renata.martins378@modaficticia.com.br,Feminino,1960-04-18,2024-06-24 20:27:41,(21) 999921-3519
379,Luana,Pereira,luana.pereira379@modaficticia.com.br,Feminino,1956-02-03,2024-01-06 20:16:35,(21) 985361-4729
380,Diego,Gomes,diego.gomes380@modaficticia.com.br,Masculino,1982-11-13,2024-04-11 08:24:43,(21) 980101-1096
381,Vanessa,Santos,vanessa.santos381@modaficticia.com.br,Feminino,1998-02-12,2024-05-04 12:50:43,(51) 989503-2417
382,Rodrigo,Gomes,rodrigo.gomes382@modaficticia.com.br,Masculino,1979-11-01,2024-04-06 16:14:08,(71) 981529-5832
383,Larissa,Rodrigues,larissa.rodrigues383@modaficticia.com.br,Feminino,1954-09-28,2024-05-05 09:02:00,(71) 980405-9970
384,Larissa,Fernandes,larissa.fernandes384@modaficticia.com.br,Feminino,2001-12-24,2024-03-07 14:57:41,(91) 928671-3637
385,Tatiane,Moreira,tatiane.moreira385@modaficticia.com.br,Feminino,1970-04-04,2024-02-22 20:36:54,(11) 981939-8557
386,Larissa,Oliveira,larissa.oliveira386@modaficticia.com.br,Feminino,1970-02-07,2024-06-19 15:21:22,(31) 997988-4842
387,Larissa,Moreira,larissa.moreira387@modaficticia.com.br,Feminino,1958-04-11,2024-04-15 13:39:42,(51) 986568-3496
388,Eduardo,Martins,eduardo.martins388@modaficticia.com.br,Masculino,1964-01-11,2024-02-26 11:45:47,(71) 946264-6889
389,Beatriz,Mendes,beatriz.mendes389@modaficticia.com.br,Feminino,1983-08-12,2024-03-16 16:06:11,(21) 946780-3293
390,Camila,Oliveira,camila.oliveira390@modaficticia.com.br,Feminino,2000-02-01,2024-05-21 08:52:37,(71) 987337-4485
391,Raquel,Almeida,raquel.almeida391@modaficticia.com.br,Feminino,1988-09-16,2024-06-25 10:23:25,(41) 987280-5767
392,Luana,Barbosa,luana.barbosa392@modaficticia.com.br,Feminino,1986-02-13,2024-03-17 08:42:15,(31) 977388-3299
393,Felipe,Costa,felipe.costa393@modaficticia.com.br,Masculino,1990-10-22,2024-02-24 19:30:22,(11) 938681-8989
394,Juliana,Almeida,juliana.almeida394@modaficticia.com.br,Feminino,1977-04-02,2024-06-07 16:58:50,(61) 960868-8695
395,Pedro,Santos,pedro.santos395@modaficticia.com.br,Masculino,1995-06-04,2024-06-17 18:53:17,(51) 985842-9918
396,Isabela,Gomes,isabela.gomes396@modaficticia.com.br,Feminino,1977-10-21,2024-01-17 12:24:58,(41) 977681-7649
397,Rafael,Mendes,rafael.mendes397@modaficticia.com.br,Masculino,2004-08-20,2024-01-17 10:28:10,(41) 920104-9430
398,Bruno,Lima,bruno.lima398@modaficticia.com.br,Masculino,1965-03-12,2024-05-23 09:42:14,(71) 953283-2856
399,Vinícius,Mendes,vinícius.mendes399@modaficticia.com.br,Masculino,1967-10-06,2024-06-27 14:01:15,(11) 926762-3639
400,Bianca,Santos,bianca.santos400@modaficticia.com.br,Feminino,1990-03-02,2024-02-09 10:33:25,(11) 996736-5644
401,Renata,Carvalho,renata.carvalho401@modaficticia.com.br,Feminino,1992-08-28,2024-04-06 11:53:26,(31) 986368-3979
402,Felipe,Pereira,felipe.pereira402@modaficticia.com.br,Masculino,1983-10-19,2024-01-08 14:24:08,(21) 912170-4315
403,Gabriel,Moreira,gabriel.moreira403@modaficticia.com.br,Masculino,1960-03-16,2024-05-20 08:56:50,(91) 975972-2925
404,Gabriela,Lima,gabriela.lima404@modaficticia.com.br,Feminino,1992-09-27,2024-01-25 18:41:27,(91) 965139-7068
405,Bianca,Martins,bianca.martins405@modaficticia.com.br,Feminino,1968-08-26,2024-04-12 17:51:47,(21) 965769-3193
406,Vinícius,Ribeiro,vinícius.ribeiro406@modaficticia.com.br,Masculino,1959-05-20,2024-05-14 12:12:00,(11) 985757-9561
407,Bianca,Silva,bianca.silva407@modaficticia.com.br,Feminino,1978-11-07,2024-06-26 13:26:23,(21) 930287-7980
408,Thiago,Dias,thiago.dias408@modaficticia.com.br,Masculino,1981-10-12,2024-05-09 18:25:48,(41) 964162-8904
409,Amanda,Dias,amanda.dias409@modaficticia.com.br,Feminino,1989-08-09,2024-03-19 13:49:45,(71) 928096-2951
410,Luana,Costa,luana.costa410@modaficticia.com.br,Feminino,1960-04-17,2024-04-26 13:51:35,(11) 931068-7375
411,Juliana,Lima,juliana.lima411@modaficticia.com.br,Feminino,1984-10-14,2024-01-03 12:14:23,(21) 989826-1618
412,Gustavo,Moreira,gustavo.moreira412@modaficticia.com.br,Masculino,1995-09-10,2024-06-20 08:49:52,(31) 993924-9099
413,Carlos,Fernandes,carlos.fernandes413@modaficticia.com.br,Masculino,1996-09-10,2024-02-02 20:38:32,(91) 940365-3776
414,Amanda,Ribeiro,amanda.ribeiro414@modaficticia.com.br,Feminino,1995-01-06,2024-01-09 20:25:22,(71) 963143-4281
415,Juliana,Oliveira,juliana.oliveira415@modaficticia.com.br,Feminino,1989-05-24,2024-05-19 13:22:52,(51) 939661-4187
416,Gustavo,Castro,gustavo.castro416@modaficticia.com.br,Masculino,1954-05-06,2024-04-17 09:35:04,(91) 948568-6570
417,Bianca,Almeida,bianca.almeida417@modaficticia.com.br,Feminino,1988-10-09,2024-06-15 14:36:30,(41) 954520-8517
418,Alexandre,Silva,alexandre.silva418@modaficticia.com.br,Masculino,1984-02-09,2024-01-13 18:50:14,(41) 951383-7757
419,Daniel,Dias,daniel.dias419@modaficticia.com.br,Masculino,1954-12-27,2024-03-08 12:05:25,(61) 919965-3924
